,nodeA,nodeB
24602,Clinton,Marco Rubio
24603,Clinton,Jeb Bush
24604,Clinton,Clinton
24605,Clinton,David Victor
24606,Clinton,Wara
24607,Jeb Bush,Marco Rubio
24608,Marco Rubio,Michael Wara
24609,Marco Rubio,Mitch McConnell
24610,Marco Rubio,R-KY
24611,Adele Morris,Marco Rubio
24612,David Doniger,Marco Rubio
24613,Hillary Clinton,Marco Rubio
24614,Marco Rubio,Marco Rubio
24615,Hillary Clinton's,Marco Rubio
24616,John Podesta,Marco Rubio
24617,Clinton,Marco Rubio
24618,Hillary,Marco Rubio
24619,Marco Rubio,Marco Rubio
24620,Jeb Bush,Marco Rubio
24621,Clinton,Marco Rubio
24622,David Victor,Marco Rubio
24623,Marco Rubio,Wara
24624,Jeb Bush,Michael Wara
24625,Jeb Bush,Mitch McConnell
24626,Jeb Bush,R-KY
24627,Adele Morris,Jeb Bush
24628,David Doniger,Jeb Bush
24629,Hillary Clinton,Jeb Bush
24630,Jeb Bush,Marco Rubio
24631,Hillary Clinton's,Jeb Bush
24632,Jeb Bush,John Podesta
24633,Clinton,Jeb Bush
24634,Hillary,Jeb Bush
24635,Jeb Bush,Marco Rubio
24636,Jeb Bush,Jeb Bush
24637,Clinton,Jeb Bush
24638,David Victor,Jeb Bush
24639,Jeb Bush,Wara
24640,Michael Wara,Mitch McConnell
24641,Michael Wara,R-KY
24642,Adele Morris,Michael Wara
24643,David Doniger,Michael Wara
24644,Hillary Clinton,Michael Wara
24645,Marco Rubio,Michael Wara
24646,Hillary Clinton's,Michael Wara
24647,John Podesta,Michael Wara
24648,Clinton,Michael Wara
24649,Hillary,Michael Wara
24650,Marco Rubio,Michael Wara
24651,Jeb Bush,Michael Wara
24652,Clinton,Michael Wara
24653,David Victor,Michael Wara
24654,Michael Wara,Wara
24655,Mitch McConnell,R-KY
24656,Adele Morris,Mitch McConnell
24657,David Doniger,Mitch McConnell
24658,Hillary Clinton,Mitch McConnell
24659,Marco Rubio,Mitch McConnell
24660,Hillary Clinton's,Mitch McConnell
24661,John Podesta,Mitch McConnell
24662,Clinton,Mitch McConnell
24663,Hillary,Mitch McConnell
24664,Marco Rubio,Mitch McConnell
24665,Jeb Bush,Mitch McConnell
24666,Clinton,Mitch McConnell
24667,David Victor,Mitch McConnell
24668,Mitch McConnell,Wara
24669,Adele Morris,R-KY
24670,David Doniger,R-KY
24671,Hillary Clinton,R-KY
24672,Marco Rubio,R-KY
24673,Hillary Clinton's,R-KY
24674,John Podesta,R-KY
24675,Clinton,R-KY
24676,Hillary,R-KY
24677,Marco Rubio,R-KY
24678,Jeb Bush,R-KY
24679,Clinton,R-KY
24680,David Victor,R-KY
24681,R-KY,Wara
24682,Adele Morris,David Doniger
24683,Adele Morris,Hillary Clinton
24684,Adele Morris,Marco Rubio
24685,Adele Morris,Hillary Clinton's
24686,Adele Morris,John Podesta
24687,Adele Morris,Clinton
24688,Adele Morris,Hillary
24689,Adele Morris,Marco Rubio
24690,Adele Morris,Jeb Bush
24691,Adele Morris,Clinton
24692,Adele Morris,David Victor
24693,Adele Morris,Wara
24694,David Doniger,Hillary Clinton
24695,David Doniger,Marco Rubio
24696,David Doniger,Hillary Clinton's
24697,David Doniger,John Podesta
24698,Clinton,David Doniger
24699,David Doniger,Hillary
24700,David Doniger,Marco Rubio
24701,David Doniger,Jeb Bush
24702,Clinton,David Doniger
24703,David Doniger,David Victor
24704,David Doniger,Wara
24705,Hillary Clinton,Marco Rubio
24706,Hillary Clinton,Hillary Clinton's
24707,Hillary Clinton,John Podesta
24708,Clinton,Hillary Clinton
24709,Hillary,Hillary Clinton
24710,Hillary Clinton,Marco Rubio
24711,Hillary Clinton,Jeb Bush
24712,Clinton,Hillary Clinton
24713,David Victor,Hillary Clinton
24714,Hillary Clinton,Wara
24715,Hillary Clinton's,Marco Rubio
24716,John Podesta,Marco Rubio
24717,Clinton,Marco Rubio
24718,Hillary,Marco Rubio
24719,Marco Rubio,Marco Rubio
24720,Jeb Bush,Marco Rubio
24721,Clinton,Marco Rubio
24722,David Victor,Marco Rubio
24723,Marco Rubio,Wara
24724,Hillary Clinton's,John Podesta
24725,Clinton,Hillary Clinton's
24726,Hillary,Hillary Clinton's
24727,Hillary Clinton's,Marco Rubio
24728,Hillary Clinton's,Jeb Bush
24729,Clinton,Hillary Clinton's
24730,David Victor,Hillary Clinton's
24731,Hillary Clinton's,Wara
24732,Clinton,John Podesta
24733,Hillary,John Podesta
24734,John Podesta,Marco Rubio
24735,Jeb Bush,John Podesta
24736,Clinton,John Podesta
24737,David Victor,John Podesta
24738,John Podesta,Wara
24739,Clinton,Hillary
24740,Clinton,Marco Rubio
24741,Clinton,Jeb Bush
24742,Clinton,Clinton
24743,Clinton,David Victor
24744,Clinton,Wara
24745,Hillary,Marco Rubio
24746,Hillary,Jeb Bush
24747,Clinton,Hillary
24748,David Victor,Hillary
24749,Hillary,Wara
24750,Jeb Bush,Marco Rubio
24751,Clinton,Marco Rubio
24752,David Victor,Marco Rubio
24753,Marco Rubio,Wara
24754,Clinton,Jeb Bush
24755,David Victor,Jeb Bush
24756,Jeb Bush,Wara
24757,Clinton,David Victor
24758,Clinton,Wara
24759,David Victor,Wara
24760,Loretta Lynch,Ned Foley
24761,Loretta Lynch,Sarah Palin
24762,Donald Trump,Loretta Lynch
24763,Loretta Lynch,Vanita Gupta
24764,Ned Foley,Sarah Palin
24765,Donald Trump,Ned Foley
24766,Ned Foley,Vanita Gupta
24767,Donald Trump,Sarah Palin
24768,Sarah Palin,Vanita Gupta
24769,Donald Trump,Vanita Gupta
24770,Clinton,Hillary Clinton
24771,Hillary Clinton,Rasmussen
24772,Bernie Sanders,Hillary Clinton
24773,Hillary Clinton,Jeff Weaver
24774,Clinton,Hillary Clinton
24775,Clinton,Hillary Clinton
24776,Clinton,Hillary Clinton
24777,Clinton,Rasmussen
24778,Bernie Sanders,Clinton
24779,Clinton,Jeff Weaver
24780,Clinton,Clinton
24781,Clinton,Clinton
24782,Clinton,Clinton
24783,Bernie Sanders,Rasmussen
24784,Jeff Weaver,Rasmussen
24785,Clinton,Rasmussen
24786,Clinton,Rasmussen
24787,Clinton,Rasmussen
24788,Bernie Sanders,Jeff Weaver
24789,Bernie Sanders,Clinton
24790,Bernie Sanders,Clinton
24791,Bernie Sanders,Clinton
24792,Clinton,Jeff Weaver
24793,Clinton,Jeff Weaver
24794,Clinton,Jeff Weaver
24795,Clinton,Clinton
24796,Clinton,Clinton
24797,Clinton,Clinton
24798,Ben Rhodes,Obama
24799,Obama,Valiollah Seif
24800,Mohammad Javad Zarif,Obama
24801,Ayatollah Ali Khamenei,Obama
24802,Hassan Rouhani,Obama
24803,Obama,Seif
24804,Mahmoud Ahmadinejad,Obama
24805,Ali Akbar,Obama
24806,Hashemi Rafsanjani,Obama
24807,Khamenei,Obama
24808,Ben Rhodes,Valiollah Seif
24809,Ben Rhodes,Mohammad Javad Zarif
24810,Ayatollah Ali Khamenei,Ben Rhodes
24811,Ben Rhodes,Hassan Rouhani
24812,Ben Rhodes,Seif
24813,Ben Rhodes,Mahmoud Ahmadinejad
24814,Ali Akbar,Ben Rhodes
24815,Ben Rhodes,Hashemi Rafsanjani
24816,Ben Rhodes,Khamenei
24817,Mohammad Javad Zarif,Valiollah Seif
24818,Ayatollah Ali Khamenei,Valiollah Seif
24819,Hassan Rouhani,Valiollah Seif
24820,Seif,Valiollah Seif
24821,Mahmoud Ahmadinejad,Valiollah Seif
24822,Ali Akbar,Valiollah Seif
24823,Hashemi Rafsanjani,Valiollah Seif
24824,Khamenei,Valiollah Seif
24825,Ayatollah Ali Khamenei,Mohammad Javad Zarif
24826,Hassan Rouhani,Mohammad Javad Zarif
24827,Mohammad Javad Zarif,Seif
24828,Mahmoud Ahmadinejad,Mohammad Javad Zarif
24829,Ali Akbar,Mohammad Javad Zarif
24830,Hashemi Rafsanjani,Mohammad Javad Zarif
24831,Khamenei,Mohammad Javad Zarif
24832,Ayatollah Ali Khamenei,Hassan Rouhani
24833,Ayatollah Ali Khamenei,Seif
24834,Ayatollah Ali Khamenei,Mahmoud Ahmadinejad
24835,Ali Akbar,Ayatollah Ali Khamenei
24836,Ayatollah Ali Khamenei,Hashemi Rafsanjani
24837,Ayatollah Ali Khamenei,Khamenei
24838,Hassan Rouhani,Seif
24839,Hassan Rouhani,Mahmoud Ahmadinejad
24840,Ali Akbar,Hassan Rouhani
24841,Hashemi Rafsanjani,Hassan Rouhani
24842,Hassan Rouhani,Khamenei
24843,Mahmoud Ahmadinejad,Seif
24844,Ali Akbar,Seif
24845,Hashemi Rafsanjani,Seif
24846,Khamenei,Seif
24847,Ali Akbar,Mahmoud Ahmadinejad
24848,Hashemi Rafsanjani,Mahmoud Ahmadinejad
24849,Khamenei,Mahmoud Ahmadinejad
24850,Ali Akbar,Hashemi Rafsanjani
24851,Ali Akbar,Khamenei
24852,Hashemi Rafsanjani,Khamenei
24853,Donald Trump,Hillary Clinton
24854,Clinton,Hillary Clinton
24855,Donald Trump,Hillary Clinton
24856,Clinton,Hillary Clinton
24857,Clinton,Hillary Clinton
24858,Clinton,Hillary Clinton
24859,Hillary Clinton,Paul Manafort
24860,Hillary Clinton,Paula Jones
24861,Hillary Clinton,Kathleen Willey
24862,Bill Clinton,Hillary Clinton
24863,Hillary Clinton,Juanita Broaddrick
24864,Hillary Clinton,Hillary Clinton
24865,Hillary Clinton,Trump
24866,Clinton,Hillary Clinton
24867,Comey,Hillary Clinton
24868,Clinton,Hillary Clinton
24869,Hillary Clinton,Howard Kurtz
24870,Hillary Clinton,Howard Kurtz
24871,Clinton,Donald Trump
24872,Donald Trump,Donald Trump
24873,Clinton,Donald Trump
24874,Clinton,Donald Trump
24875,Clinton,Donald Trump
24876,Donald Trump,Paul Manafort
24877,Donald Trump,Paula Jones
24878,Donald Trump,Kathleen Willey
24879,Bill Clinton,Donald Trump
24880,Donald Trump,Juanita Broaddrick
24881,Donald Trump,Hillary Clinton
24882,Donald Trump,Trump
24883,Clinton,Donald Trump
24884,Comey,Donald Trump
24885,Clinton,Donald Trump
24886,Donald Trump,Howard Kurtz
24887,Donald Trump,Howard Kurtz
24888,Clinton,Donald Trump
24889,Clinton,Clinton
24890,Clinton,Clinton
24891,Clinton,Clinton
24892,Clinton,Paul Manafort
24893,Clinton,Paula Jones
24894,Clinton,Kathleen Willey
24895,Bill Clinton,Clinton
24896,Clinton,Juanita Broaddrick
24897,Clinton,Hillary Clinton
24898,Clinton,Trump
24899,Clinton,Clinton
24900,Clinton,Comey
24901,Clinton,Clinton
24902,Clinton,Howard Kurtz
24903,Clinton,Howard Kurtz
24904,Clinton,Donald Trump
24905,Clinton,Donald Trump
24906,Clinton,Donald Trump
24907,Donald Trump,Paul Manafort
24908,Donald Trump,Paula Jones
24909,Donald Trump,Kathleen Willey
24910,Bill Clinton,Donald Trump
24911,Donald Trump,Juanita Broaddrick
24912,Donald Trump,Hillary Clinton
24913,Donald Trump,Trump
24914,Clinton,Donald Trump
24915,Comey,Donald Trump
24916,Clinton,Donald Trump
24917,Donald Trump,Howard Kurtz
24918,Donald Trump,Howard Kurtz
24919,Clinton,Clinton
24920,Clinton,Clinton
24921,Clinton,Paul Manafort
24922,Clinton,Paula Jones
24923,Clinton,Kathleen Willey
24924,Bill Clinton,Clinton
24925,Clinton,Juanita Broaddrick
24926,Clinton,Hillary Clinton
24927,Clinton,Trump
24928,Clinton,Clinton
24929,Clinton,Comey
24930,Clinton,Clinton
24931,Clinton,Howard Kurtz
24932,Clinton,Howard Kurtz
24933,Clinton,Clinton
24934,Clinton,Paul Manafort
24935,Clinton,Paula Jones
24936,Clinton,Kathleen Willey
24937,Bill Clinton,Clinton
24938,Clinton,Juanita Broaddrick
24939,Clinton,Hillary Clinton
24940,Clinton,Trump
24941,Clinton,Clinton
24942,Clinton,Comey
24943,Clinton,Clinton
24944,Clinton,Howard Kurtz
24945,Clinton,Howard Kurtz
24946,Clinton,Paul Manafort
24947,Clinton,Paula Jones
24948,Clinton,Kathleen Willey
24949,Bill Clinton,Clinton
24950,Clinton,Juanita Broaddrick
24951,Clinton,Hillary Clinton
24952,Clinton,Trump
24953,Clinton,Clinton
24954,Clinton,Comey
24955,Clinton,Clinton
24956,Clinton,Howard Kurtz
24957,Clinton,Howard Kurtz
24958,Paul Manafort,Paula Jones
24959,Kathleen Willey,Paul Manafort
24960,Bill Clinton,Paul Manafort
24961,Juanita Broaddrick,Paul Manafort
24962,Hillary Clinton,Paul Manafort
24963,Paul Manafort,Trump
24964,Clinton,Paul Manafort
24965,Comey,Paul Manafort
24966,Clinton,Paul Manafort
24967,Howard Kurtz,Paul Manafort
24968,Howard Kurtz,Paul Manafort
24969,Kathleen Willey,Paula Jones
24970,Bill Clinton,Paula Jones
24971,Juanita Broaddrick,Paula Jones
24972,Hillary Clinton,Paula Jones
24973,Paula Jones,Trump
24974,Clinton,Paula Jones
24975,Comey,Paula Jones
24976,Clinton,Paula Jones
24977,Howard Kurtz,Paula Jones
24978,Howard Kurtz,Paula Jones
24979,Bill Clinton,Kathleen Willey
24980,Juanita Broaddrick,Kathleen Willey
24981,Hillary Clinton,Kathleen Willey
24982,Kathleen Willey,Trump
24983,Clinton,Kathleen Willey
24984,Comey,Kathleen Willey
24985,Clinton,Kathleen Willey
24986,Howard Kurtz,Kathleen Willey
24987,Howard Kurtz,Kathleen Willey
24988,Bill Clinton,Juanita Broaddrick
24989,Bill Clinton,Hillary Clinton
24990,Bill Clinton,Trump
24991,Bill Clinton,Clinton
24992,Bill Clinton,Comey
24993,Bill Clinton,Clinton
24994,Bill Clinton,Howard Kurtz
24995,Bill Clinton,Howard Kurtz
24996,Hillary Clinton,Juanita Broaddrick
24997,Juanita Broaddrick,Trump
24998,Clinton,Juanita Broaddrick
24999,Comey,Juanita Broaddrick
25000,Clinton,Juanita Broaddrick
25001,Howard Kurtz,Juanita Broaddrick
25002,Howard Kurtz,Juanita Broaddrick
25003,Hillary Clinton,Trump
25004,Clinton,Hillary Clinton
25005,Comey,Hillary Clinton
25006,Clinton,Hillary Clinton
25007,Hillary Clinton,Howard Kurtz
25008,Hillary Clinton,Howard Kurtz
25009,Clinton,Trump
25010,Comey,Trump
25011,Clinton,Trump
25012,Howard Kurtz,Trump
25013,Howard Kurtz,Trump
25014,Clinton,Comey
25015,Clinton,Clinton
25016,Clinton,Howard Kurtz
25017,Clinton,Howard Kurtz
25018,Clinton,Comey
25019,Comey,Howard Kurtz
25020,Comey,Howard Kurtz
25021,Clinton,Howard Kurtz
25022,Clinton,Howard Kurtz
25023,Howard Kurtz,Howard Kurtz
25024,Barack Obama,Jeff Merkley
25025,Charles Schumer,Jeff Merkley
25026,Jeff Merkley,Robert Menendez
25027,Chris Coons,Jeff Merkley
25028,Ben Cardin,Jeff Merkley
25029,Jeff Merkley,Susan Collins
25030,Barack Obama,Charles Schumer
25031,Barack Obama,Robert Menendez
25032,Barack Obama,Chris Coons
25033,Barack Obama,Ben Cardin
25034,Barack Obama,Susan Collins
25035,Charles Schumer,Robert Menendez
25036,Charles Schumer,Chris Coons
25037,Ben Cardin,Charles Schumer
25038,Charles Schumer,Susan Collins
25039,Chris Coons,Robert Menendez
25040,Ben Cardin,Robert Menendez
25041,Robert Menendez,Susan Collins
25042,Ben Cardin,Chris Coons
25043,Chris Coons,Susan Collins
25044,Ben Cardin,Susan Collins
25045,Barack,Martin O’Malley
25046,Martin O’Malley,O’Malley
25047,Barack,O’Malley
25048,Hillary Rodham Clinton,Mitch Stewart
25049,Barack Obama,Mitch Stewart
25050,Mitch Stewart,Stewart
25051,Clinton,Mitch Stewart
25052,Mitch Stewart,Ready for Hillary
25053,Clinton,Mitch Stewart
25054,Mitch Stewart,Stewart
25055,Mitch Stewart,Obama
25056,Clinton,Mitch Stewart
25057,Clinton,Mitch Stewart
25058,Mitch Stewart,Obama
25059,Hillary,Mitch Stewart
25060,Mitch Stewart,Ready for Hillary
25061,Hillary,Mitch Stewart
25062,Hillary,Mitch Stewart
25063,Clinton,Mitch Stewart
25064,Craig T. Smith,Mitch Stewart
25065,Bill Clinton,Mitch Stewart
25066,Hillary,Mitch Stewart
25067,Clinton,Mitch Stewart
25068,Mitch Stewart,Obama
25069,Mitch Stewart,Stewart
25070,Mitch Stewart,Obama
25071,Clinton,Mitch Stewart
25072,Mitch Stewart,Susie Tompkins Buell
25073,Ann Lewis,Mitch Stewart
25074,Clintons,Mitch Stewart
25075,Jennifer M. Granholm,Mitch Stewart
25076,Mitch Stewart,Tracy Sefl
25077,Mitch Stewart,Sefl
25078,Hillary,Mitch Stewart
25079,Mitch Stewart,Taj Magruder
25080,Haley Adams,Mitch Stewart
25081,Clinton,Mitch Stewart
25082,Hillary,Mitch Stewart
25083,Clinton,Mitch Stewart
25084,Hillary Clinton,Mitch Stewart
25085,Clinton,Mitch Stewart
25086,Mitch Stewart,Smith
25087,Mitch Stewart,Sefl
25088,Harold Ickes,Mitch Stewart
25089,Clinton,Mitch Stewart
25090,Geoff Garin,Mitch Stewart
25091,Mark Penn,Mitch Stewart
25092,Clinton,Mitch Stewart
25093,Mitch Stewart,Terry McAuliffe
25094,Garin,Mitch Stewart
25095,Clinton,Mitch Stewart
25096,Garin,Mitch Stewart
25097,Clinton,Mitch Stewart
25098,David Brock,Mitch Stewart
25099,Hillary,Mitch Stewart
25100,Clinton,Mitch Stewart
25101,Clinton,Mitch Stewart
25102,Mitch Stewart,Ready
25103,Hillary,Mitch Stewart
25104,Clinton,Mitch Stewart
25105,Mitch Stewart,Ronald Feldman
25106,John Edwards,Mitch Stewart
25107,Feldman,Mitch Stewart
25108,Barack Obama,Hillary Rodham Clinton
25109,Hillary Rodham Clinton,Stewart
25110,Clinton,Hillary Rodham Clinton
25111,Hillary Rodham Clinton,Ready for Hillary
25112,Clinton,Hillary Rodham Clinton
25113,Hillary Rodham Clinton,Stewart
25114,Hillary Rodham Clinton,Obama
25115,Clinton,Hillary Rodham Clinton
25116,Clinton,Hillary Rodham Clinton
25117,Hillary Rodham Clinton,Obama
25118,Hillary,Hillary Rodham Clinton
25119,Hillary Rodham Clinton,Ready for Hillary
25120,Hillary,Hillary Rodham Clinton
25121,Hillary,Hillary Rodham Clinton
25122,Clinton,Hillary Rodham Clinton
25123,Craig T. Smith,Hillary Rodham Clinton
25124,Bill Clinton,Hillary Rodham Clinton
25125,Hillary,Hillary Rodham Clinton
25126,Clinton,Hillary Rodham Clinton
25127,Hillary Rodham Clinton,Obama
25128,Hillary Rodham Clinton,Stewart
25129,Hillary Rodham Clinton,Obama
25130,Clinton,Hillary Rodham Clinton
25131,Hillary Rodham Clinton,Susie Tompkins Buell
25132,Ann Lewis,Hillary Rodham Clinton
25133,Clintons,Hillary Rodham Clinton
25134,Hillary Rodham Clinton,Jennifer M. Granholm
25135,Hillary Rodham Clinton,Tracy Sefl
25136,Hillary Rodham Clinton,Sefl
25137,Hillary,Hillary Rodham Clinton
25138,Hillary Rodham Clinton,Taj Magruder
25139,Haley Adams,Hillary Rodham Clinton
25140,Clinton,Hillary Rodham Clinton
25141,Hillary,Hillary Rodham Clinton
25142,Clinton,Hillary Rodham Clinton
25143,Hillary Clinton,Hillary Rodham Clinton
25144,Clinton,Hillary Rodham Clinton
25145,Hillary Rodham Clinton,Smith
25146,Hillary Rodham Clinton,Sefl
25147,Harold Ickes,Hillary Rodham Clinton
25148,Clinton,Hillary Rodham Clinton
25149,Geoff Garin,Hillary Rodham Clinton
25150,Hillary Rodham Clinton,Mark Penn
25151,Clinton,Hillary Rodham Clinton
25152,Hillary Rodham Clinton,Terry McAuliffe
25153,Garin,Hillary Rodham Clinton
25154,Clinton,Hillary Rodham Clinton
25155,Garin,Hillary Rodham Clinton
25156,Clinton,Hillary Rodham Clinton
25157,David Brock,Hillary Rodham Clinton
25158,Hillary,Hillary Rodham Clinton
25159,Clinton,Hillary Rodham Clinton
25160,Clinton,Hillary Rodham Clinton
25161,Hillary Rodham Clinton,Ready
25162,Hillary,Hillary Rodham Clinton
25163,Clinton,Hillary Rodham Clinton
25164,Hillary Rodham Clinton,Ronald Feldman
25165,Hillary Rodham Clinton,John Edwards
25166,Feldman,Hillary Rodham Clinton
25167,Barack Obama,Stewart
25168,Barack Obama,Clinton
25169,Barack Obama,Ready for Hillary
25170,Barack Obama,Clinton
25171,Barack Obama,Stewart
25172,Barack Obama,Obama
25173,Barack Obama,Clinton
25174,Barack Obama,Clinton
25175,Barack Obama,Obama
25176,Barack Obama,Hillary
25177,Barack Obama,Ready for Hillary
25178,Barack Obama,Hillary
25179,Barack Obama,Hillary
25180,Barack Obama,Clinton
25181,Barack Obama,Craig T. Smith
25182,Barack Obama,Bill Clinton
25183,Barack Obama,Hillary
25184,Barack Obama,Clinton
25185,Barack Obama,Obama
25186,Barack Obama,Stewart
25187,Barack Obama,Obama
25188,Barack Obama,Clinton
25189,Barack Obama,Susie Tompkins Buell
25190,Ann Lewis,Barack Obama
25191,Barack Obama,Clintons
25192,Barack Obama,Jennifer M. Granholm
25193,Barack Obama,Tracy Sefl
25194,Barack Obama,Sefl
25195,Barack Obama,Hillary
25196,Barack Obama,Taj Magruder
25197,Barack Obama,Haley Adams
25198,Barack Obama,Clinton
25199,Barack Obama,Hillary
25200,Barack Obama,Clinton
25201,Barack Obama,Hillary Clinton
25202,Barack Obama,Clinton
25203,Barack Obama,Smith
25204,Barack Obama,Sefl
25205,Barack Obama,Harold Ickes
25206,Barack Obama,Clinton
25207,Barack Obama,Geoff Garin
25208,Barack Obama,Mark Penn
25209,Barack Obama,Clinton
25210,Barack Obama,Terry McAuliffe
25211,Barack Obama,Garin
25212,Barack Obama,Clinton
25213,Barack Obama,Garin
25214,Barack Obama,Clinton
25215,Barack Obama,David Brock
25216,Barack Obama,Hillary
25217,Barack Obama,Clinton
25218,Barack Obama,Clinton
25219,Barack Obama,Ready
25220,Barack Obama,Hillary
25221,Barack Obama,Clinton
25222,Barack Obama,Ronald Feldman
25223,Barack Obama,John Edwards
25224,Barack Obama,Feldman
25225,Clinton,Stewart
25226,Ready for Hillary,Stewart
25227,Clinton,Stewart
25228,Stewart,Stewart
25229,Obama,Stewart
25230,Clinton,Stewart
25231,Clinton,Stewart
25232,Obama,Stewart
25233,Hillary,Stewart
25234,Ready for Hillary,Stewart
25235,Hillary,Stewart
25236,Hillary,Stewart
25237,Clinton,Stewart
25238,Craig T. Smith,Stewart
25239,Bill Clinton,Stewart
25240,Hillary,Stewart
25241,Clinton,Stewart
25242,Obama,Stewart
25243,Stewart,Stewart
25244,Obama,Stewart
25245,Clinton,Stewart
25246,Stewart,Susie Tompkins Buell
25247,Ann Lewis,Stewart
25248,Clintons,Stewart
25249,Jennifer M. Granholm,Stewart
25250,Stewart,Tracy Sefl
25251,Sefl,Stewart
25252,Hillary,Stewart
25253,Stewart,Taj Magruder
25254,Haley Adams,Stewart
25255,Clinton,Stewart
25256,Hillary,Stewart
25257,Clinton,Stewart
25258,Hillary Clinton,Stewart
25259,Clinton,Stewart
25260,Smith,Stewart
25261,Sefl,Stewart
25262,Harold Ickes,Stewart
25263,Clinton,Stewart
25264,Geoff Garin,Stewart
25265,Mark Penn,Stewart
25266,Clinton,Stewart
25267,Stewart,Terry McAuliffe
25268,Garin,Stewart
25269,Clinton,Stewart
25270,Garin,Stewart
25271,Clinton,Stewart
25272,David Brock,Stewart
25273,Hillary,Stewart
25274,Clinton,Stewart
25275,Clinton,Stewart
25276,Ready,Stewart
25277,Hillary,Stewart
25278,Clinton,Stewart
25279,Ronald Feldman,Stewart
25280,John Edwards,Stewart
25281,Feldman,Stewart
25282,Clinton,Ready for Hillary
25283,Clinton,Clinton
25284,Clinton,Stewart
25285,Clinton,Obama
25286,Clinton,Clinton
25287,Clinton,Clinton
25288,Clinton,Obama
25289,Clinton,Hillary
25290,Clinton,Ready for Hillary
25291,Clinton,Hillary
25292,Clinton,Hillary
25293,Clinton,Clinton
25294,Clinton,Craig T. Smith
25295,Bill Clinton,Clinton
25296,Clinton,Hillary
25297,Clinton,Clinton
25298,Clinton,Obama
25299,Clinton,Stewart
25300,Clinton,Obama
25301,Clinton,Clinton
25302,Clinton,Susie Tompkins Buell
25303,Ann Lewis,Clinton
25304,Clinton,Clintons
25305,Clinton,Jennifer M. Granholm
25306,Clinton,Tracy Sefl
25307,Clinton,Sefl
25308,Clinton,Hillary
25309,Clinton,Taj Magruder
25310,Clinton,Haley Adams
25311,Clinton,Clinton
25312,Clinton,Hillary
25313,Clinton,Clinton
25314,Clinton,Hillary Clinton
25315,Clinton,Clinton
25316,Clinton,Smith
25317,Clinton,Sefl
25318,Clinton,Harold Ickes
25319,Clinton,Clinton
25320,Clinton,Geoff Garin
25321,Clinton,Mark Penn
25322,Clinton,Clinton
25323,Clinton,Terry McAuliffe
25324,Clinton,Garin
25325,Clinton,Clinton
25326,Clinton,Garin
25327,Clinton,Clinton
25328,Clinton,David Brock
25329,Clinton,Hillary
25330,Clinton,Clinton
25331,Clinton,Clinton
25332,Clinton,Ready
25333,Clinton,Hillary
25334,Clinton,Clinton
25335,Clinton,Ronald Feldman
25336,Clinton,John Edwards
25337,Clinton,Feldman
25338,Clinton,Ready for Hillary
25339,Ready for Hillary,Stewart
25340,Obama,Ready for Hillary
25341,Clinton,Ready for Hillary
25342,Clinton,Ready for Hillary
25343,Obama,Ready for Hillary
25344,Hillary,Ready for Hillary
25345,Ready for Hillary,Ready for Hillary
25346,Hillary,Ready for Hillary
25347,Hillary,Ready for Hillary
25348,Clinton,Ready for Hillary
25349,Craig T. Smith,Ready for Hillary
