,nodeA,nodeB
12127,Robert Costa,Stuart Stevens
12128,Johnson,Stuart Stevens
12129,Mitt Romney,Trump
12130,Corey Lewandowski,Mitt Romney
12131,Lewandowski,Mitt Romney
12132,Mitt Romney,Trump
12133,Mitt Romney,Trump
12134,Bush,Mitt Romney
12135,Bush,Mitt Romney
12136,Jeb,Mitt Romney
12137,Chris Christie,Mitt Romney
12138,Christie,Mitt Romney
12139,John Boehner,Mitt Romney
12140,Mitt Romney,Robert Costa
12141,Johnson,Mitt Romney
12142,Corey Lewandowski,Trump
12143,Lewandowski,Trump
12144,Trump,Trump
12145,Trump,Trump
12146,Bush,Trump
12147,Bush,Trump
12148,Jeb,Trump
12149,Chris Christie,Trump
12150,Christie,Trump
12151,John Boehner,Trump
12152,Robert Costa,Trump
12153,Johnson,Trump
12154,Corey Lewandowski,Lewandowski
12155,Corey Lewandowski,Trump
12156,Corey Lewandowski,Trump
12157,Bush,Corey Lewandowski
12158,Bush,Corey Lewandowski
12159,Corey Lewandowski,Jeb
12160,Chris Christie,Corey Lewandowski
12161,Christie,Corey Lewandowski
12162,Corey Lewandowski,John Boehner
12163,Corey Lewandowski,Robert Costa
12164,Corey Lewandowski,Johnson
12165,Lewandowski,Trump
12166,Lewandowski,Trump
12167,Bush,Lewandowski
12168,Bush,Lewandowski
12169,Jeb,Lewandowski
12170,Chris Christie,Lewandowski
12171,Christie,Lewandowski
12172,John Boehner,Lewandowski
12173,Lewandowski,Robert Costa
12174,Johnson,Lewandowski
12175,Trump,Trump
12176,Bush,Trump
12177,Bush,Trump
12178,Jeb,Trump
12179,Chris Christie,Trump
12180,Christie,Trump
12181,John Boehner,Trump
12182,Robert Costa,Trump
12183,Johnson,Trump
12184,Bush,Trump
12185,Bush,Trump
12186,Jeb,Trump
12187,Chris Christie,Trump
12188,Christie,Trump
12189,John Boehner,Trump
12190,Robert Costa,Trump
12191,Johnson,Trump
12192,Bush,Bush
12193,Bush,Jeb
12194,Bush,Chris Christie
12195,Bush,Christie
12196,Bush,John Boehner
12197,Bush,Robert Costa
12198,Bush,Johnson
12199,Bush,Jeb
12200,Bush,Chris Christie
12201,Bush,Christie
12202,Bush,John Boehner
12203,Bush,Robert Costa
12204,Bush,Johnson
12205,Chris Christie,Jeb
12206,Christie,Jeb
12207,Jeb,John Boehner
12208,Jeb,Robert Costa
12209,Jeb,Johnson
12210,Chris Christie,Christie
12211,Chris Christie,John Boehner
12212,Chris Christie,Robert Costa
12213,Chris Christie,Johnson
12214,Christie,John Boehner
12215,Christie,Robert Costa
12216,Christie,Johnson
12217,John Boehner,Robert Costa
12218,John Boehner,Johnson
12219,Johnson,Robert Costa
12220,Ferguson,Steve Kornacki
12221,Michael Brown,Steve Kornacki
12222,Darren Wilson,Steve Kornacki
12223,Brown,Steve Kornacki
12224,Brown,Steve Kornacki
12225,Steve Kornacki,Wilson
12226,Brown,Steve Kornacki
12227,Ferguson,Steve Kornacki
12228,Brown,Steve Kornacki
12229,Michael Brown,Steve Kornacki
12230,Steve Kornacki,Wilson
12231,Dorian Johnson,Steve Kornacki
12232,Brown,Steve Kornacki
12233,Brown,Steve Kornacki
12234,Brown,Steve Kornacki
12235,Brown,Steve Kornacki
12236,Brown,Steve Kornacki
12237,Steve Kornacki,Wilson
12238,Brown,Steve Kornacki
12239,Steve Kornacki,Wilson
12240,Brown,Steve Kornacki
12241,Brown,Steve Kornacki
12242,Steve Kornacki,Wilson
12243,Brown,Steve Kornacki
12244,Brown,Steve Kornacki
12245,Brown,Steve Kornacki
12246,Steve Kornacki,Wilson
12247,Brown,Steve Kornacki
12248,Steve Kornacki,Wilson
12249,Steve Kornacki,Wilson
12250,Brown,Steve Kornacki
12251,Brown,Steve Kornacki
12252,Johnson,Steve Kornacki
12253,Brown,Steve Kornacki
12254,Johnson,Steve Kornacki
12255,Brown,Steve Kornacki
12256,Steve Kornacki,Wilson
12257,Johnson,Steve Kornacki
12258,Brown,Steve Kornacki
12259,Brown,Steve Kornacki
12260,Brown,Steve Kornacki
12261,Eric Garner,Steve Kornacki
12262,John Crawford III,Steve Kornacki
12263,Brown,Steve Kornacki
12264,Levar Jones,Steve Kornacki
12265,Steve Kornacki,Tamir Rice
12266,Ferguson,Steve Kornacki
12267,Ferguson,Michael Brown
12268,Darren Wilson,Ferguson
12269,Brown,Ferguson
12270,Brown,Ferguson
12271,Ferguson,Wilson
12272,Brown,Ferguson
12273,Ferguson,Ferguson
12274,Brown,Ferguson
12275,Ferguson,Michael Brown
12276,Ferguson,Wilson
12277,Dorian Johnson,Ferguson
12278,Brown,Ferguson
12279,Brown,Ferguson
12280,Brown,Ferguson
12281,Brown,Ferguson
12282,Brown,Ferguson
12283,Ferguson,Wilson
12284,Brown,Ferguson
12285,Ferguson,Wilson
12286,Brown,Ferguson
12287,Brown,Ferguson
12288,Ferguson,Wilson
12289,Brown,Ferguson
12290,Brown,Ferguson
12291,Brown,Ferguson
12292,Ferguson,Wilson
12293,Brown,Ferguson
12294,Ferguson,Wilson
12295,Ferguson,Wilson
12296,Brown,Ferguson
12297,Brown,Ferguson
12298,Ferguson,Johnson
12299,Brown,Ferguson
12300,Ferguson,Johnson
12301,Brown,Ferguson
12302,Ferguson,Wilson
12303,Ferguson,Johnson
12304,Brown,Ferguson
12305,Brown,Ferguson
12306,Brown,Ferguson
12307,Eric Garner,Ferguson
12308,Ferguson,John Crawford III
12309,Brown,Ferguson
12310,Ferguson,Levar Jones
12311,Ferguson,Tamir Rice
12312,Ferguson,Ferguson
12313,Darren Wilson,Michael Brown
12314,Brown,Michael Brown
12315,Brown,Michael Brown
12316,Michael Brown,Wilson
12317,Brown,Michael Brown
12318,Ferguson,Michael Brown
12319,Brown,Michael Brown
12320,Michael Brown,Michael Brown
12321,Michael Brown,Wilson
12322,Dorian Johnson,Michael Brown
12323,Brown,Michael Brown
12324,Brown,Michael Brown
12325,Brown,Michael Brown
12326,Brown,Michael Brown
12327,Brown,Michael Brown
12328,Michael Brown,Wilson
12329,Brown,Michael Brown
12330,Michael Brown,Wilson
12331,Brown,Michael Brown
12332,Brown,Michael Brown
12333,Michael Brown,Wilson
12334,Brown,Michael Brown
12335,Brown,Michael Brown
12336,Brown,Michael Brown
12337,Michael Brown,Wilson
12338,Brown,Michael Brown
12339,Michael Brown,Wilson
12340,Michael Brown,Wilson
12341,Brown,Michael Brown
12342,Brown,Michael Brown
12343,Johnson,Michael Brown
12344,Brown,Michael Brown
12345,Johnson,Michael Brown
12346,Brown,Michael Brown
12347,Michael Brown,Wilson
12348,Johnson,Michael Brown
12349,Brown,Michael Brown
12350,Brown,Michael Brown
12351,Brown,Michael Brown
12352,Eric Garner,Michael Brown
12353,John Crawford III,Michael Brown
12354,Brown,Michael Brown
12355,Levar Jones,Michael Brown
12356,Michael Brown,Tamir Rice
12357,Ferguson,Michael Brown
12358,Brown,Darren Wilson
12359,Brown,Darren Wilson
12360,Darren Wilson,Wilson
12361,Brown,Darren Wilson
12362,Darren Wilson,Ferguson
12363,Brown,Darren Wilson
12364,Darren Wilson,Michael Brown
12365,Darren Wilson,Wilson
12366,Darren Wilson,Dorian Johnson
12367,Brown,Darren Wilson
12368,Brown,Darren Wilson
12369,Brown,Darren Wilson
12370,Brown,Darren Wilson
12371,Brown,Darren Wilson
12372,Darren Wilson,Wilson
12373,Brown,Darren Wilson
12374,Darren Wilson,Wilson
12375,Brown,Darren Wilson
12376,Brown,Darren Wilson
12377,Darren Wilson,Wilson
12378,Brown,Darren Wilson
12379,Brown,Darren Wilson
12380,Brown,Darren Wilson
12381,Darren Wilson,Wilson
12382,Brown,Darren Wilson
12383,Darren Wilson,Wilson
12384,Darren Wilson,Wilson
12385,Brown,Darren Wilson
12386,Brown,Darren Wilson
12387,Darren Wilson,Johnson
12388,Brown,Darren Wilson
12389,Darren Wilson,Johnson
12390,Brown,Darren Wilson
12391,Darren Wilson,Wilson
12392,Darren Wilson,Johnson
12393,Brown,Darren Wilson
12394,Brown,Darren Wilson
12395,Brown,Darren Wilson
12396,Darren Wilson,Eric Garner
12397,Darren Wilson,John Crawford III
12398,Brown,Darren Wilson
12399,Darren Wilson,Levar Jones
12400,Darren Wilson,Tamir Rice
12401,Darren Wilson,Ferguson
12402,Brown,Brown
12403,Brown,Wilson
12404,Brown,Brown
12405,Brown,Ferguson
12406,Brown,Brown
12407,Brown,Michael Brown
12408,Brown,Wilson
12409,Brown,Dorian Johnson
12410,Brown,Brown
12411,Brown,Brown
12412,Brown,Brown
12413,Brown,Brown
12414,Brown,Brown
12415,Brown,Wilson
12416,Brown,Brown
12417,Brown,Wilson
12418,Brown,Brown
12419,Brown,Brown
12420,Brown,Wilson
12421,Brown,Brown
12422,Brown,Brown
12423,Brown,Brown
12424,Brown,Wilson
12425,Brown,Brown
12426,Brown,Wilson
12427,Brown,Wilson
12428,Brown,Brown
12429,Brown,Brown
12430,Brown,Johnson
12431,Brown,Brown
12432,Brown,Johnson
12433,Brown,Brown
12434,Brown,Wilson
12435,Brown,Johnson
12436,Brown,Brown
12437,Brown,Brown
12438,Brown,Brown
12439,Brown,Eric Garner
12440,Brown,John Crawford III
12441,Brown,Brown
12442,Brown,Levar Jones
12443,Brown,Tamir Rice
12444,Brown,Ferguson
12445,Brown,Wilson
12446,Brown,Brown
12447,Brown,Ferguson
12448,Brown,Brown
12449,Brown,Michael Brown
12450,Brown,Wilson
12451,Brown,Dorian Johnson
12452,Brown,Brown
12453,Brown,Brown
12454,Brown,Brown
12455,Brown,Brown
12456,Brown,Brown
12457,Brown,Wilson
12458,Brown,Brown
12459,Brown,Wilson
12460,Brown,Brown
12461,Brown,Brown
12462,Brown,Wilson
12463,Brown,Brown
12464,Brown,Brown
12465,Brown,Brown
12466,Brown,Wilson
12467,Brown,Brown
12468,Brown,Wilson
12469,Brown,Wilson
12470,Brown,Brown
12471,Brown,Brown
12472,Brown,Johnson
12473,Brown,Brown
12474,Brown,Johnson
12475,Brown,Brown
12476,Brown,Wilson
12477,Brown,Johnson
12478,Brown,Brown
12479,Brown,Brown
12480,Brown,Brown
12481,Brown,Eric Garner
12482,Brown,John Crawford III
12483,Brown,Brown
12484,Brown,Levar Jones
12485,Brown,Tamir Rice
12486,Brown,Ferguson
12487,Brown,Wilson
12488,Ferguson,Wilson
12489,Brown,Wilson
12490,Michael Brown,Wilson
12491,Wilson,Wilson
12492,Dorian Johnson,Wilson
12493,Brown,Wilson
12494,Brown,Wilson
12495,Brown,Wilson
12496,Brown,Wilson
12497,Brown,Wilson
12498,Wilson,Wilson
12499,Brown,Wilson
12500,Wilson,Wilson
12501,Brown,Wilson
12502,Brown,Wilson
12503,Wilson,Wilson
12504,Brown,Wilson
12505,Brown,Wilson
12506,Brown,Wilson
12507,Wilson,Wilson
12508,Brown,Wilson
12509,Wilson,Wilson
12510,Wilson,Wilson
12511,Brown,Wilson
12512,Brown,Wilson
12513,Johnson,Wilson
12514,Brown,Wilson
12515,Johnson,Wilson
12516,Brown,Wilson
12517,Wilson,Wilson
12518,Johnson,Wilson
12519,Brown,Wilson
12520,Brown,Wilson
12521,Brown,Wilson
12522,Eric Garner,Wilson
12523,John Crawford III,Wilson
12524,Brown,Wilson
12525,Levar Jones,Wilson
12526,Tamir Rice,Wilson
12527,Ferguson,Wilson
12528,Brown,Ferguson
12529,Brown,Brown
12530,Brown,Michael Brown
12531,Brown,Wilson
12532,Brown,Dorian Johnson
12533,Brown,Brown
12534,Brown,Brown
12535,Brown,Brown
12536,Brown,Brown
12537,Brown,Brown
12538,Brown,Wilson
12539,Brown,Brown
12540,Brown,Wilson
12541,Brown,Brown
12542,Brown,Brown
12543,Brown,Wilson
12544,Brown,Brown
12545,Brown,Brown
12546,Brown,Brown
12547,Brown,Wilson
12548,Brown,Brown
12549,Brown,Wilson
12550,Brown,Wilson
12551,Brown,Brown
12552,Brown,Brown
12553,Brown,Johnson
12554,Brown,Brown
12555,Brown,Johnson
12556,Brown,Brown
12557,Brown,Wilson
12558,Brown,Johnson
12559,Brown,Brown
12560,Brown,Brown
12561,Brown,Brown
12562,Brown,Eric Garner
12563,Brown,John Crawford III
12564,Brown,Brown
12565,Brown,Levar Jones
12566,Brown,Tamir Rice
12567,Brown,Ferguson
12568,Brown,Ferguson
12569,Ferguson,Michael Brown
12570,Ferguson,Wilson
12571,Dorian Johnson,Ferguson
12572,Brown,Ferguson
12573,Brown,Ferguson
12574,Brown,Ferguson
12575,Brown,Ferguson
12576,Brown,Ferguson
12577,Ferguson,Wilson
12578,Brown,Ferguson
12579,Ferguson,Wilson
12580,Brown,Ferguson
12581,Brown,Ferguson
12582,Ferguson,Wilson
12583,Brown,Ferguson
12584,Brown,Ferguson
12585,Brown,Ferguson
12586,Ferguson,Wilson
12587,Brown,Ferguson
12588,Ferguson,Wilson
12589,Ferguson,Wilson
12590,Brown,Ferguson
12591,Brown,Ferguson
12592,Ferguson,Johnson
12593,Brown,Ferguson
12594,Ferguson,Johnson
12595,Brown,Ferguson
12596,Ferguson,Wilson
12597,Ferguson,Johnson
12598,Brown,Ferguson
12599,Brown,Ferguson
12600,Brown,Ferguson
12601,Eric Garner,Ferguson
12602,Ferguson,John Crawford III
12603,Brown,Ferguson
12604,Ferguson,Levar Jones
12605,Ferguson,Tamir Rice
12606,Ferguson,Ferguson
12607,Brown,Michael Brown
12608,Brown,Wilson
12609,Brown,Dorian Johnson
12610,Brown,Brown
12611,Brown,Brown
12612,Brown,Brown
12613,Brown,Brown
12614,Brown,Brown
12615,Brown,Wilson
12616,Brown,Brown
12617,Brown,Wilson
12618,Brown,Brown
12619,Brown,Brown
12620,Brown,Wilson
12621,Brown,Brown
12622,Brown,Brown
12623,Brown,Brown
12624,Brown,Wilson
12625,Brown,Brown
12626,Brown,Wilson
12627,Brown,Wilson
12628,Brown,Brown
12629,Brown,Brown
12630,Brown,Johnson
12631,Brown,Brown
12632,Brown,Johnson
12633,Brown,Brown
12634,Brown,Wilson
12635,Brown,Johnson
12636,Brown,Brown
12637,Brown,Brown
12638,Brown,Brown
12639,Brown,Eric Garner
12640,Brown,John Crawford III
12641,Brown,Brown
12642,Brown,Levar Jones
12643,Brown,Tamir Rice
12644,Brown,Ferguson
12645,Michael Brown,Wilson
12646,Dorian Johnson,Michael Brown
12647,Brown,Michael Brown
12648,Brown,Michael Brown
12649,Brown,Michael Brown
12650,Brown,Michael Brown
12651,Brown,Michael Brown
12652,Michael Brown,Wilson
12653,Brown,Michael Brown
12654,Michael Brown,Wilson
12655,Brown,Michael Brown
12656,Brown,Michael Brown
12657,Michael Brown,Wilson
12658,Brown,Michael Brown
12659,Brown,Michael Brown
12660,Brown,Michael Brown
12661,Michael Brown,Wilson
12662,Brown,Michael Brown
12663,Michael Brown,Wilson
12664,Michael Brown,Wilson
12665,Brown,Michael Brown
12666,Brown,Michael Brown
12667,Johnson,Michael Brown
12668,Brown,Michael Brown
12669,Johnson,Michael Brown
12670,Brown,Michael Brown
12671,Michael Brown,Wilson
12672,Johnson,Michael Brown
12673,Brown,Michael Brown
12674,Brown,Michael Brown
12675,Brown,Michael Brown
12676,Eric Garner,Michael Brown
12677,John Crawford III,Michael Brown
12678,Brown,Michael Brown
12679,Levar Jones,Michael Brown
12680,Michael Brown,Tamir Rice
12681,Ferguson,Michael Brown
12682,Dorian Johnson,Wilson
12683,Brown,Wilson
12684,Brown,Wilson
12685,Brown,Wilson
12686,Brown,Wilson
12687,Brown,Wilson
12688,Wilson,Wilson
12689,Brown,Wilson
12690,Wilson,Wilson
12691,Brown,Wilson
12692,Brown,Wilson
12693,Wilson,Wilson
12694,Brown,Wilson
12695,Brown,Wilson
12696,Brown,Wilson
12697,Wilson,Wilson
12698,Brown,Wilson
12699,Wilson,Wilson
12700,Wilson,Wilson
12701,Brown,Wilson
12702,Brown,Wilson
12703,Johnson,Wilson
12704,Brown,Wilson
12705,Johnson,Wilson
12706,Brown,Wilson
12707,Wilson,Wilson
12708,Johnson,Wilson
12709,Brown,Wilson
12710,Brown,Wilson
12711,Brown,Wilson
12712,Eric Garner,Wilson
12713,John Crawford III,Wilson
12714,Brown,Wilson
12715,Levar Jones,Wilson
12716,Tamir Rice,Wilson
12717,Ferguson,Wilson
12718,Brown,Dorian Johnson
12719,Brown,Dorian Johnson
12720,Brown,Dorian Johnson
12721,Brown,Dorian Johnson
12722,Brown,Dorian Johnson
12723,Dorian Johnson,Wilson
12724,Brown,Dorian Johnson
12725,Dorian Johnson,Wilson
12726,Brown,Dorian Johnson
12727,Brown,Dorian Johnson
12728,Dorian Johnson,Wilson
12729,Brown,Dorian Johnson
12730,Brown,Dorian Johnson
12731,Brown,Dorian Johnson
12732,Dorian Johnson,Wilson
12733,Brown,Dorian Johnson
12734,Dorian Johnson,Wilson
12735,Dorian Johnson,Wilson
12736,Brown,Dorian Johnson
12737,Brown,Dorian Johnson
12738,Dorian Johnson,Johnson
12739,Brown,Dorian Johnson
12740,Dorian Johnson,Johnson
12741,Brown,Dorian Johnson
12742,Dorian Johnson,Wilson
12743,Dorian Johnson,Johnson
12744,Brown,Dorian Johnson
12745,Brown,Dorian Johnson
12746,Brown,Dorian Johnson
12747,Dorian Johnson,Eric Garner
12748,Dorian Johnson,John Crawford III
12749,Brown,Dorian Johnson
12750,Dorian Johnson,Levar Jones
12751,Dorian Johnson,Tamir Rice
12752,Dorian Johnson,Ferguson
12753,Brown,Brown
12754,Brown,Brown
12755,Brown,Brown
12756,Brown,Brown
12757,Brown,Wilson
12758,Brown,Brown
12759,Brown,Wilson
12760,Brown,Brown
12761,Brown,Brown
12762,Brown,Wilson
12763,Brown,Brown
12764,Brown,Brown
12765,Brown,Brown
12766,Brown,Wilson
12767,Brown,Brown
12768,Brown,Wilson
12769,Brown,Wilson
12770,Brown,Brown
12771,Brown,Brown
12772,Brown,Johnson
12773,Brown,Brown
12774,Brown,Johnson
12775,Brown,Brown
12776,Brown,Wilson
12777,Brown,Johnson
12778,Brown,Brown
12779,Brown,Brown
12780,Brown,Brown
12781,Brown,Eric Garner
12782,Brown,John Crawford III
12783,Brown,Brown
12784,Brown,Levar Jones
12785,Brown,Tamir Rice
12786,Brown,Ferguson
12787,Brown,Brown
12788,Brown,Brown
12789,Brown,Brown
12790,Brown,Wilson
12791,Brown,Brown
12792,Brown,Wilson
12793,Brown,Brown
12794,Brown,Brown
12795,Brown,Wilson
12796,Brown,Brown
12797,Brown,Brown
12798,Brown,Brown
12799,Brown,Wilson
12800,Brown,Brown
12801,Brown,Wilson
12802,Brown,Wilson
12803,Brown,Brown
12804,Brown,Brown
12805,Brown,Johnson
12806,Brown,Brown
12807,Brown,Johnson
12808,Brown,Brown
12809,Brown,Wilson
12810,Brown,Johnson
12811,Brown,Brown
12812,Brown,Brown
12813,Brown,Brown
12814,Brown,Eric Garner
12815,Brown,John Crawford III
12816,Brown,Brown
12817,Brown,Levar Jones
12818,Brown,Tamir Rice
12819,Brown,Ferguson
12820,Brown,Brown
12821,Brown,Brown
12822,Brown,Wilson
12823,Brown,Brown
12824,Brown,Wilson
12825,Brown,Brown
12826,Brown,Brown
12827,Brown,Wilson
12828,Brown,Brown
12829,Brown,Brown
12830,Brown,Brown
12831,Brown,Wilson
12832,Brown,Brown
12833,Brown,Wilson
12834,Brown,Wilson
12835,Brown,Brown
12836,Brown,Brown
12837,Brown,Johnson
12838,Brown,Brown
12839,Brown,Johnson
12840,Brown,Brown
12841,Brown,Wilson
12842,Brown,Johnson
12843,Brown,Brown
12844,Brown,Brown
12845,Brown,Brown
12846,Brown,Eric Garner
12847,Brown,John Crawford III
12848,Brown,Brown
12849,Brown,Levar Jones
12850,Brown,Tamir Rice
12851,Brown,Ferguson
12852,Brown,Brown
12853,Brown,Wilson
12854,Brown,Brown
12855,Brown,Wilson
12856,Brown,Brown
12857,Brown,Brown
12858,Brown,Wilson
12859,Brown,Brown
12860,Brown,Brown
12861,Brown,Brown
12862,Brown,Wilson
12863,Brown,Brown
12864,Brown,Wilson
12865,Brown,Wilson
12866,Brown,Brown
12867,Brown,Brown
12868,Brown,Johnson
12869,Brown,Brown
12870,Brown,Johnson
12871,Brown,Brown
12872,Brown,Wilson
12873,Brown,Johnson
12874,Brown,Brown
12875,Brown,Brown
12876,Brown,Brown
12877,Brown,Eric Garner
12878,Brown,John Crawford III
12879,Brown,Brown
12880,Brown,Levar Jones
12881,Brown,Tamir Rice
12882,Brown,Ferguson
12883,Brown,Wilson
12884,Brown,Brown
12885,Brown,Wilson
12886,Brown,Brown
12887,Brown,Brown
12888,Brown,Wilson
12889,Brown,Brown
12890,Brown,Brown
12891,Brown,Brown
12892,Brown,Wilson
12893,Brown,Brown
12894,Brown,Wilson
12895,Brown,Wilson
12896,Brown,Brown
12897,Brown,Brown
12898,Brown,Johnson
12899,Brown,Brown
12900,Brown,Johnson
12901,Brown,Brown
12902,Brown,Wilson
12903,Brown,Johnson
12904,Brown,Brown
12905,Brown,Brown
12906,Brown,Brown
12907,Brown,Eric Garner
12908,Brown,John Crawford III
12909,Brown,Brown
12910,Brown,Levar Jones
12911,Brown,Tamir Rice
12912,Brown,Ferguson
12913,Brown,Wilson
12914,Wilson,Wilson
12915,Brown,Wilson
12916,Brown,Wilson
12917,Wilson,Wilson
12918,Brown,Wilson
12919,Brown,Wilson
12920,Brown,Wilson
12921,Wilson,Wilson
12922,Brown,Wilson
12923,Wilson,Wilson
12924,Wilson,Wilson
12925,Brown,Wilson
12926,Brown,Wilson
12927,Johnson,Wilson
12928,Brown,Wilson
12929,Johnson,Wilson
12930,Brown,Wilson
12931,Wilson,Wilson
12932,Johnson,Wilson
12933,Brown,Wilson
12934,Brown,Wilson
12935,Brown,Wilson
12936,Eric Garner,Wilson
12937,John Crawford III,Wilson
12938,Brown,Wilson
12939,Levar Jones,Wilson
12940,Tamir Rice,Wilson
12941,Ferguson,Wilson
12942,Brown,Wilson
12943,Brown,Brown
12944,Brown,Brown
12945,Brown,Wilson
12946,Brown,Brown
12947,Brown,Brown
12948,Brown,Brown
12949,Brown,Wilson
12950,Brown,Brown
12951,Brown,Wilson
12952,Brown,Wilson
12953,Brown,Brown
12954,Brown,Brown
12955,Brown,Johnson
12956,Brown,Brown
12957,Brown,Johnson
12958,Brown,Brown
12959,Brown,Wilson
12960,Brown,Johnson
12961,Brown,Brown
12962,Brown,Brown
12963,Brown,Brown
12964,Brown,Eric Garner
12965,Brown,John Crawford III
12966,Brown,Brown
12967,Brown,Levar Jones
12968,Brown,Tamir Rice
12969,Brown,Ferguson
12970,Brown,Wilson
12971,Brown,Wilson
12972,Wilson,Wilson
12973,Brown,Wilson
12974,Brown,Wilson
12975,Brown,Wilson
12976,Wilson,Wilson
12977,Brown,Wilson
12978,Wilson,Wilson
12979,Wilson,Wilson
12980,Brown,Wilson
12981,Brown,Wilson
12982,Johnson,Wilson
12983,Brown,Wilson
12984,Johnson,Wilson
12985,Brown,Wilson
12986,Wilson,Wilson
12987,Johnson,Wilson
12988,Brown,Wilson
12989,Brown,Wilson
12990,Brown,Wilson
12991,Eric Garner,Wilson
12992,John Crawford III,Wilson
12993,Brown,Wilson
12994,Levar Jones,Wilson
12995,Tamir Rice,Wilson
12996,Ferguson,Wilson
12997,Brown,Brown
12998,Brown,Wilson
12999,Brown,Brown
13000,Brown,Brown
13001,Brown,Brown
13002,Brown,Wilson
13003,Brown,Brown
13004,Brown,Wilson
13005,Brown,Wilson
13006,Brown,Brown
13007,Brown,Brown
13008,Brown,Johnson
13009,Brown,Brown
13010,Brown,Johnson
13011,Brown,Brown
13012,Brown,Wilson
13013,Brown,Johnson
13014,Brown,Brown
13015,Brown,Brown
13016,Brown,Brown
13017,Brown,Eric Garner
13018,Brown,John Crawford III
13019,Brown,Brown
13020,Brown,Levar Jones
13021,Brown,Tamir Rice
13022,Brown,Ferguson
13023,Brown,Wilson
13024,Brown,Brown
13025,Brown,Brown
13026,Brown,Brown
13027,Brown,Wilson
13028,Brown,Brown
13029,Brown,Wilson
13030,Brown,Wilson
13031,Brown,Brown
13032,Brown,Brown
13033,Brown,Johnson
13034,Brown,Brown
13035,Brown,Johnson
13036,Brown,Brown
13037,Brown,Wilson
13038,Brown,Johnson
13039,Brown,Brown
13040,Brown,Brown
13041,Brown,Brown
13042,Brown,Eric Garner
13043,Brown,John Crawford III
13044,Brown,Brown
13045,Brown,Levar Jones
13046,Brown,Tamir Rice
13047,Brown,Ferguson
13048,Brown,Wilson
13049,Brown,Wilson
13050,Brown,Wilson
13051,Wilson,Wilson
13052,Brown,Wilson
13053,Wilson,Wilson
13054,Wilson,Wilson
13055,Brown,Wilson
13056,Brown,Wilson
13057,Johnson,Wilson
13058,Brown,Wilson
13059,Johnson,Wilson
13060,Brown,Wilson
13061,Wilson,Wilson
13062,Johnson,Wilson
13063,Brown,Wilson
13064,Brown,Wilson
13065,Brown,Wilson
13066,Eric Garner,Wilson
13067,John Crawford III,Wilson
13068,Brown,Wilson
13069,Levar Jones,Wilson
13070,Tamir Rice,Wilson
13071,Ferguson,Wilson
13072,Brown,Brown
13073,Brown,Brown
13074,Brown,Wilson
13075,Brown,Brown
13076,Brown,Wilson
13077,Brown,Wilson
13078,Brown,Brown
13079,Brown,Brown
13080,Brown,Johnson
13081,Brown,Brown
13082,Brown,Johnson
13083,Brown,Brown
13084,Brown,Wilson
13085,Brown,Johnson
13086,Brown,Brown
13087,Brown,Brown
13088,Brown,Brown
13089,Brown,Eric Garner
13090,Brown,John Crawford III
13091,Brown,Brown
13092,Brown,Levar Jones
13093,Brown,Tamir Rice
13094,Brown,Ferguson
13095,Brown,Brown
13096,Brown,Wilson
13097,Brown,Brown
13098,Brown,Wilson
13099,Brown,Wilson
13100,Brown,Brown
13101,Brown,Brown
13102,Brown,Johnson
13103,Brown,Brown
13104,Brown,Johnson
13105,Brown,Brown
13106,Brown,Wilson
13107,Brown,Johnson
13108,Brown,Brown
13109,Brown,Brown
13110,Brown,Brown
13111,Brown,Eric Garner
13112,Brown,John Crawford III
13113,Brown,Brown
13114,Brown,Levar Jones
13115,Brown,Tamir Rice
13116,Brown,Ferguson
13117,Brown,Wilson
13118,Brown,Brown
13119,Brown,Wilson
13120,Brown,Wilson
13121,Brown,Brown
13122,Brown,Brown
13123,Brown,Johnson
13124,Brown,Brown
13125,Brown,Johnson
13126,Brown,Brown
13127,Brown,Wilson
13128,Brown,Johnson
13129,Brown,Brown
13130,Brown,Brown
13131,Brown,Brown
13132,Brown,Eric Garner
13133,Brown,John Crawford III
13134,Brown,Brown
13135,Brown,Levar Jones
13136,Brown,Tamir Rice
13137,Brown,Ferguson
13138,Brown,Wilson
13139,Wilson,Wilson
13140,Wilson,Wilson
13141,Brown,Wilson
13142,Brown,Wilson
13143,Johnson,Wilson
13144,Brown,Wilson
13145,Johnson,Wilson
13146,Brown,Wilson
13147,Wilson,Wilson
13148,Johnson,Wilson
13149,Brown,Wilson
13150,Brown,Wilson
13151,Brown,Wilson
13152,Eric Garner,Wilson
13153,John Crawford III,Wilson
13154,Brown,Wilson
13155,Levar Jones,Wilson
13156,Tamir Rice,Wilson
13157,Ferguson,Wilson
13158,Brown,Wilson
13159,Brown,Wilson
13160,Brown,Brown
13161,Brown,Brown
13162,Brown,Johnson
13163,Brown,Brown
13164,Brown,Johnson
13165,Brown,Brown
13166,Brown,Wilson
13167,Brown,Johnson
13168,Brown,Brown
13169,Brown,Brown
13170,Brown,Brown
13171,Brown,Eric Garner
13172,Brown,John Crawford III
13173,Brown,Brown
13174,Brown,Levar Jones
13175,Brown,Tamir Rice
13176,Brown,Ferguson
13177,Wilson,Wilson
13178,Brown,Wilson
13179,Brown,Wilson
13180,Johnson,Wilson
13181,Brown,Wilson
13182,Johnson,Wilson
13183,Brown,Wilson
13184,Wilson,Wilson
